time_s,rail_v,trigger_v
0.000400000,3.301367,0.000
0.000405000,3.298896,0.000
0.000410000,3.298660,0.000
0.000415000,3.300022,0.000
0.000420000,3.301094,0.000
0.000425000,3.300218,0.000
0.000430000,3.297284,0.000
0.000435000,3.293837,0.000
0.000440000,3.291914,0.000
0.000445000,3.292490,0.000
0.000450000,3.294746,0.000
0.000455000,3.296712,0.000
0.000460000,3.296799,0.000
0.000465000,3.295029,0.000
0.000470000,3.293014,0.000
0.000475000,3.292702,0.000
0.000480000,3.294860,0.000
0.000485000,3.298458,0.000
0.000490000,3.301447,0.000
0.000495000,3.302313,0.000
0.000500000,3.301217,0.000
0.000505000,3.299843,0.000
0.000510000,3.300066,0.000
0.000515000,3.302473,0.000
0.000520000,3.305885,0.000
0.000525000,3.308241,0.000
0.000530000,3.308169,0.000
0.000535000,3.306034,0.000
0.000540000,3.303638,0.000
0.000545000,3.302829,0.000
0.000550000,3.304070,0.000
0.000555000,3.306087,0.000
0.000560000,3.306867,0.000
0.000565000,3.305226,0.000
0.000570000,3.301749,0.000
0.000575000,3.298357,0.000
0.000580000,3.296856,0.000
0.000585000,3.297568,0.000
0.000590000,3.299113,0.000
0.000595000,3.299506,0.000
0.000600000,3.297717,0.000
0.000605000,3.294494,0.000
0.000610000,3.291809,0.000
0.000615000,3.291351,0.000
0.000620000,3.293236,0.000
0.000625000,3.295928,0.000
0.000630000,3.297424,0.000
0.000635000,3.296803,0.000
0.000640000,3.294927,0.000
0.000645000,3.293761,0.000
0.000650000,3.294837,0.000
0.000655000,3.298049,0.000
0.000660000,3.301705,0.000
0.000665000,3.303812,0.000
0.000670000,3.303578,0.000
0.000675000,3.302001,0.000
0.000680000,3.301063,0.000
0.000685000,3.302176,0.000
0.000690000,3.305061,0.000
0.000695000,3.307950,0.000
0.000700000,3.308927,0.000
0.000705000,3.307403,0.000
0.000710000,3.304563,0.000
0.000715000,3.302449,0.000
0.000720000,3.302390,0.000
0.000725000,3.303985,0.000
0.000730000,3.305430,0.000
0.000735000,3.304930,0.000
0.000740000,3.302114,0.000
0.000745000,3.298344,0.000
0.000750000,3.295695,0.000
0.000755000,3.295384,0.000
0.000760000,3.296854,0.000
0.000765000,3.298238,0.000
0.000770000,3.297827,0.000
0.000775000,3.295411,0.000
0.000780000,3.292461,0.000
0.000785000,3.291009,0.000
0.000790000,3.292084,0.000
0.000795000,3.294922,0.000
0.000800000,3.297556,0.000
0.000805000,3.298321,0.000
0.000810000,3.297135,0.000
0.000815000,3.295537,0.000
0.000820000,3.295481,0.000
0.000825000,3.297798,0.000
0.000830000,3.301524,0.000
0.000835000,3.304620,0.000
0.000840000,3.305512,0.000
0.000845000,3.304281,0.000
0.000850000,3.302569,0.000
0.000855000,3.302290,0.000
0.000860000,3.304127,0.000
0.000865000,3.306989,0.000
0.000870000,3.308841,0.000
0.000875000,3.308270,0.000
0.000880000,3.305578,0.000
0.000885000,3.302549,0.000
0.000890000,3.301088,0.000
0.000895000,3.301757,0.000
0.000900000,3.303370,0.000
0.000905000,3.303926,0.000
0.000910000,3.302186,0.000
0.000915000,3.298658,0.000
0.000920000,3.295235,0.000
0.000925000,3.293762,0.000
0.000930000,3.294640,0.000
0.000935000,3.296543,0.000
0.000940000,3.297465,0.000
0.000945000,3.296289,0.000
0.000950000,3.293666,0.000
0.000955000,3.291518,0.000
0.000960000,3.291561,0.000
0.000965000,3.293975,0.000
0.000970000,3.297256,0.000
0.000975000,3.299369,0.000
0.000980000,3.299298,0.000
0.000985000,3.297811,0.000
0.000990000,3.296840,0.000
0.000995000,3.297961,0.000
0.001000000,3.301146,0.000
0.001005000,3.304756,0.000
0.001010000,3.306775,0.000
0.001015000,3.306342,0.000
0.001020000,3.304390,0.000
0.001025000,3.302904,0.000
0.001030000,3.303369,0.000
0.001035000,3.305613,0.000
0.001040000,3.307933,0.000
0.001045000,3.308405,0.000
0.001050000,3.306383,0.000
0.001055000,3.303000,0.000
0.001060000,3.300314,0.000
0.001065000,3.299736,0.000
0.001070000,3.300962,0.000
0.001075000,3.302240,0.000
0.001080000,3.301746,0.000
0.001085000,3.299029,0.000
0.001090000,3.295384,0.000
0.001095000,3.292887,0.000
0.001100000,3.292810,0.000
0.001105000,3.294669,0.000
0.001110000,3.296614,0.000
0.001115000,3.296874,0.000
0.001120000,3.295133,0.000
0.001125000,3.292781,0.000
0.001130000,3.291838,0.000
0.001135000,3.293384,0.000
0.001140000,3.296714,0.000
0.001145000,3.299865,0.000
0.001150000,3.301110,0.000
0.001155000,3.300267,0.000
0.001160000,3.298810,0.000
0.001165000,3.298704,0.000
0.001170000,3.300853,0.000
0.001175000,3.304375,0.000
0.001180000,3.307253,0.000
0.001185000,3.307871,0.000
0.001190000,3.306236,0.000
0.001195000,3.303960,0.000
0.001200000,3.302999,0.000
0.001205000,3.304135,0.000
0.001210000,3.306372,0.000
0.001215000,3.307710,0.000
0.001220000,3.306696,0.000
0.001225000,3.303566,0.000
0.001230000,3.300081,0.000
0.001235000,3.298188,0.000
0.001240000,3.298547,0.000
0.001245000,3.300045,0.000
0.001250000,3.300691,0.000
0.001255000,3.299180,0.000
0.001260000,3.295932,0.000
0.001265000,3.292795,0.000
0.001270000,3.291639,0.000
0.001275000,3.292934,0.000
0.001280000,3.295400,0.000
0.001285000,3.297007,0.000
0.001290000,3.296548,0.000
0.001295000,3.294568,0.000
0.001300000,3.292939,0.000
0.001305000,3.293400,0.000
0.001310000,3.296197,0.000
0.001315000,3.299869,0.000
0.001320000,3.302356,0.000
0.001325000,3.302557,0.000
0.001330000,3.301156,0.000
0.001335000,3.300060,0.000
0.001340000,3.300897,0.000
0.001345000,3.303731,0.000
0.001350000,3.306987,0.000
0.001355000,3.308644,0.000
0.001360000,3.307780,0.000
0.001365000,3.305271,0.000
0.001370000,3.303107,0.000
0.001375000,3.302852,0.000
0.001380000,3.304439,0.000
0.001385000,3.306236,0.000
0.001390000,3.306314,0.000
0.001395000,3.303962,0.000
0.001400000,3.300259,0.000
0.001405000,3.297264,0.000
0.001410000,3.296459,0.000
0.001415000,3.297628,0.000
0.001420000,3.299062,0.000
0.001425000,3.298899,0.000
0.001430000,3.296597,0.000
0.001435000,3.293374,0.000
0.001440000,3.291287,0.000
0.001445000,3.291657,0.000
0.001450000,3.294063,0.000
0.001455000,3.296670,0.000
0.001460000,3.297643,0.000
0.001465000,3.296564,0.000
0.001470000,3.294737,0.000
0.001475000,3.294167,0.000
0.001480000,3.295990,0.000
0.001485000,3.299568,0.000
0.001490000,3.302957,0.000
0.001495000,3.304376,0.000
0.001500000,3.303557,0.000
0.001505000,3.301917,0.000
0.001510000,3.301440,0.000
0.001515000,3.303116,0.000
0.001520000,3.306153,0.000
0.001525000,3.308574,0.000
0.001530000,3.308727,0.000
0.001535000,3.306557,0.000
0.001540000,3.303643,0.000
0.001545000,3.301984,0.000
0.001550000,3.302464,0.000
0.001555000,3.304180,0.000
0.001560000,3.305163,0.000
0.001565000,3.303921,0.000
0.001570000,3.300615,0.000
0.001575000,3.296968,0.000
0.001580000,3.294960,0.000
0.001585000,3.295332,0.000
0.001590000,3.297038,0.000
0.001595000,3.298087,0.000
0.001600000,3.297098,0.000
0.001605000,3.294393,0.000
0.001610000,3.291762,0.000
0.001615000,3.291090,0.000
0.001620000,3.292908,0.000
0.001625000,3.295982,0.000
0.001630000,3.298258,0.000
0.001635000,3.298441,0.000
0.001640000,3.296975,0.000
0.001645000,3.295682,0.000
0.001650000,3.296326,0.000
0.001655000,3.299228,0.000
0.001660000,3.302983,0.000
0.001665000,3.305519,0.000
0.001670000,3.305666,0.000
0.001675000,3.304034,0.000
0.001680000,3.302510,0.000
0.001685000,3.302786,0.000
0.001690000,3.305025,0.000
0.001695000,3.307728,0.000
0.001700000,3.308880,0.000
0.001705000,3.307506,0.000
0.001710000,3.304425,0.000
0.001715000,3.301628,0.000
0.001720000,3.300755,0.000
0.001725000,3.301842,0.000
0.001730000,3.303322,0.000
0.001735000,3.303258,0.000
0.001740000,3.300869,0.000
0.001745000,3.297163,0.000
0.001750000,3.294189,0.000
0.001755000,3.293484,0.000
0.001760000,3.294909,0.000
0.001765000,3.296788,0.000
0.001770000,3.297217,0.000
0.001775000,3.295554,0.000
0.001780000,3.292926,0.000
0.001785000,3.291364,0.000
0.001790000,3.292234,0.000
0.001795000,3.295174,0.000
0.001800000,3.298368,0.000
0.001805000,3.299924,0.000
0.001810000,3.299325,0.000
0.001815000,3.297794,0.000
0.001820000,3.297328,0.000
0.001825000,3.299126,0.000
0.001830000,3.302627,0.000
0.001835000,3.305921,0.000
0.001840000,3.307190,0.000
0.001845000,3.306090,0.000
0.001850000,3.303992,0.000
0.001855000,3.302904,0.000
0.001860000,3.303907,0.000
0.001865000,3.306311,0.000
0.001870000,3.308184,0.000
0.001875000,3.307848,0.000
0.001880000,3.305184,0.000
0.001885000,3.301736,0.000
0.001890000,3.299538,0.000
0.001895000,3.299566,0.000
0.001900000,3.301008,0.000
0.001905000,3.301922,0.000
0.001910000,3.300763,0.000
0.001915000,3.297610,0.000
0.001920000,3.294134,0.000
0.001925000,3.292331,0.000
0.001930000,3.293009,0.000
0.001935000,3.295183,0.000
0.001940000,3.296854,0.000
0.001945000,3.296561,0.000
0.001950000,3.294521,0.000
0.001955000,3.292458,0.000
0.001960000,3.292266,0.000
0.001965000,3.294538,0.000
0.001970000,3.298088,0.000
0.001975000,3.300850,0.000
0.001980000,3.301447,0.000
0.001985000,3.300230,0.000
0.001990000,3.298976,0.000
0.001995000,3.299485,0.000
0.002000000,3.302160,0.000
0.002005000,3.305669,0.000
0.002010000,3.307943,0.000
0.002015000,3.307755,0.000
0.002020000,3.305649,0.000
0.002025000,3.303501,0.000
0.002030000,3.303068,0.000
0.002035000,3.304619,0.000
0.002040000,3.306736,0.000
0.002045000,3.307415,0.000
0.002050000,3.305626,0.000
0.002055000,3.302129,0.000
0.002060000,3.298909,0.000
0.002065000,3.297667,0.000
0.002070000,3.298535,0.000
0.002075000,3.300005,0.000
0.002080000,3.300122,0.000
0.002085000,3.298026,0.000
0.002090000,3.294641,0.000
0.002095000,3.291989,0.000
0.002100000,3.291649,0.000
0.002105000,3.293553,0.000
0.002110000,3.296050,0.000
0.002115000,3.297190,0.000
0.002120000,3.296229,0.000
0.002125000,3.294201,0.000
0.002130000,3.293107,0.000
0.002135000,3.294353,0.000
0.002140000,3.297646,0.000
0.002145000,3.301195,0.000
0.002150000,3.303067,0.000
0.002155000,3.302652,0.000
0.002160000,3.301103,0.000
0.002165000,3.300417,0.000
0.002170000,3.301862,0.000
0.002175000,3.304973,0.000
0.002180000,3.307883,0.000
0.002185000,3.308753,0.000
0.002190000,3.307171,0.000
0.002195000,3.304467,0.000
0.002200000,3.302676,0.000
0.002205000,3.302972,0.000
0.002210000,3.304768,0.000
0.002215000,3.306180,0.000
0.002220000,3.305503,0.000
0.002225000,3.302548,0.000
0.002230000,3.298817,0.000
0.002235000,3.296366,0.000
0.002240000,3.296250,0.000
0.002245000,3.297738,0.000
0.002250000,3.298905,0.000
0.002255000,3.298150,0.000
0.002260000,3.295455,0.000
0.002265000,3.292422,0.000
0.002270000,3.291054,0.000
0.002275000,3.292217,0.000
0.002280000,3.294980,0.000
0.002285000,3.297335,0.000
0.002290000,3.297743,0.000
0.002295000,3.296314,0.000
0.002300000,3.294705,0.000
0.002305000,3.294822,0.000
0.002310000,3.297322,0.000
0.002315000,3.301080,0.000
0.002320000,3.304027,0.000
0.002325000,3.304722,0.000
0.002330000,3.303430,0.000
0.002335000,3.301893,0.000
0.002340000,3.301956,0.000
0.002345000,3.304116,0.000
0.002350000,3.307122,0.000
0.002355000,3.308923,0.000
0.002360000,3.308246,0.000
0.002365000,3.305572,0.000
0.002370000,3.302767,0.000
0.002375000,3.301650,0.000
0.002380000,3.302596,0.000
0.002385000,3.304268,0.000
0.002390000,3.304668,0.000
0.002395000,3.302710,0.000
0.002400000,3.299083,0.000
0.002405000,3.295750,0.000
0.002410000,3.294463,0.000
0.002415000,3.295437,0.000
0.002420000,3.297213,0.000
0.002425000,3.297811,0.000
0.002430000,3.296281,0.000
0.002435000,3.293453,0.000
0.002440000,3.291311,0.000
0.002445000,3.291467,0.000
0.002450000,3.293915,0.000
0.002455000,3.297034,0.000
0.002460000,3.298830,0.000
0.002465000,3.298461,0.000
0.002470000,3.296867,0.000
0.002475000,3.296022,0.000
0.002480000,3.297382,0.000
0.002485000,3.300730,0.000
0.002490000,3.304315,0.000
0.002495000,3.306173,0.000
0.002500000,3.305619,0.000
0.002505000,3.303743,0.000
0.002510000,3.302550,0.000
0.002515000,3.303388,0.000
0.002520000,3.305892,0.000
0.002525000,3.308256,0.000
0.002530000,3.308623,0.000
0.002535000,3.306521,0.000
0.002540000,3.303236,0.000
0.002545000,3.300827,0.000
0.002550000,3.300555,0.000
0.002555000,3.301932,0.000
0.002560000,3.303120,0.000
0.002565000,3.302380,0.000
0.002570000,3.299445,0.000
0.002575000,3.295758,0.000
0.002580000,3.293383,0.000
0.002585000,3.293444,0.000
0.002590000,3.295276,0.000
0.002595000,3.296968,0.000
0.002600000,3.296851,0.000
0.002605000,3.294804,0.000
0.002610000,3.292354,0.000
0.002615000,3.291498,0.000
0.002620000,3.293156,0.000
0.002625000,3.296454,0.000
0.002630000,3.299380,0.000
0.002635000,3.300323,0.000
0.002640000,3.299292,0.000
0.002645000,3.297882,0.000
0.002650000,3.298016,0.000
0.002655000,3.300426,0.000
0.002660000,3.304060,0.000
0.002665000,3.306864,0.000
0.002670000,3.307342,0.000
0.002675000,3.305688,0.000
0.002680000,3.303616,0.000
0.002685000,3.303019,0.000
0.002690000,3.304498,0.000
0.002695000,3.306890,0.000
0.002700000,3.308170,0.000
0.002705000,3.307021,0.000
0.002710000,3.303861,0.000
0.002715000,3.300540,0.000
0.002720000,3.298930,0.000
0.002725000,3.299506,0.000
0.002730000,3.301003,0.000
0.002735000,3.301428,0.000
0.002740000,3.299624,0.000
0.002745000,3.296199,0.000
0.002750000,3.293080,0.000
0.002755000,3.292053,0.000
0.002760000,3.293406,0.000
0.002765000,3.295722,0.000
0.002770000,3.296990,0.000
0.002775000,3.296165,0.000
0.002780000,3.293977,0.000
0.002785000,3.292366,0.000
0.002790000,3.292972,0.000
0.002795000,3.295855,0.000
0.002800000,3.299430,0.000
0.002805000,3.301666,0.000
0.002810000,3.301634,0.000
0.002815000,3.300188,0.000
0.002820000,3.299283,0.000
0.002825000,3.300430,0.000
0.002830000,3.303501,0.000
0.002835000,3.306801,0.000
0.002840000,3.308351,0.000
0.002845000,3.307401,0.000
0.002850000,3.304986,0.000
0.002855000,3.303123,0.000
0.002860000,3.303242,0.000
0.002865000,3.305085,0.000
0.002870000,3.306909,0.000
0.002875000,3.306846,0.000
0.002880000,3.304360,0.000
0.002885000,3.300686,0.000
0.002890000,3.297896,0.000
0.002895000,3.297329,0.000
0.002900000,3.298586,0.000
0.002905000,3.299867,0.000
0.002910000,3.299391,0.000
0.002915000,3.296803,0.000
0.002920000,3.293471,0.000
0.002925000,3.291454,0.000
0.002930000,3.291930,0.000
0.002935000,3.294297,0.000
0.002940000,3.296651,0.000
0.002945000,3.297255,0.000
0.002950000,3.295882,0.000
0.002955000,3.293977,0.000
0.002960000,3.293533,0.000
0.002965000,3.295526,0.000
0.002970000,3.299144,0.000
0.002975000,3.302384,0.000
0.002980000,3.303573,0.000
0.002985000,3.302630,0.000
0.002990000,3.301098,0.000
0.002995000,3.300924,0.000
0.003000000,3.302925,0.000
0.003005000,3.306136,0.000
0.003010000,3.308530,0.000
0.003015000,3.308571,0.000
0.003020000,3.306390,0.000
0.003025000,3.303672,0.000
0.003030000,3.302363,0.000
0.003035000,3.303164,0.000
0.003040000,3.305007,0.000
0.003045000,3.305893,0.000
0.003050000,3.304456,0.000
0.003055000,3.301046,0.000
0.003060000,3.297484,0.000
0.003065000,3.295684,0.000
0.003070000,3.296206,0.000
0.003075000,3.297853,0.000
0.003080000,3.298623,0.000
0.003085000,3.297283,0.000
0.003090000,3.294345,0.000
0.003095000,3.291688,0.000
0.003100000,3.291121,0.000
0.003105000,3.292994,0.000
0.003110000,3.295932,0.000
0.003115000,3.297893,0.000
0.003120000,3.297738,0.000
0.003125000,3.296098,0.000
0.003130000,3.294867,0.000
0.003135000,3.295717,0.000
0.003140000,3.298780,0.000
0.003145000,3.302518,0.000
0.003150000,3.304882,0.000
0.003155000,3.304862,0.000
0.003160000,3.303242,0.000
0.003165000,3.301962,0.000
0.003170000,3.302599,0.000
0.003175000,3.305125,0.000
0.003180000,3.307911,0.000
0.003185000,3.308978,0.000
0.003190000,3.307515,0.000
0.003195000,3.304507,0.000
0.003200000,3.301979,0.000
0.003205000,3.301445,0.000
0.003210000,3.302748,0.000
0.003215000,3.304208,0.000
0.003220000,3.303942,0.000
0.003225000,3.301344,0.000
0.003230000,3.297584,0.000
0.003235000,3.294736,0.000
0.003240000,3.294201,0.000
0.003245000,3.295659,0.000
0.003250000,3.297337,0.000
0.003255000,3.297408,0.000
0.003260000,3.295416,0.000
0.003265000,3.292646,0.000
0.003270000,3.291139,0.000
0.003275000,3.292120,0.000
0.003280000,3.295048,0.000
0.003285000,3.298028,0.000
0.003290000,3.299259,0.000
0.003295000,3.298411,0.000
0.003300000,3.296853,0.000
0.003305000,3.296575,0.000
0.003310000,3.298617,0.000
0.003315000,3.302240,0.000
0.003320000,3.305466,0.000
0.003325000,3.306573,0.000
0.003330000,3.305403,0.000
0.003335000,3.303455,0.000
0.003340000,3.302706,0.000
0.003345000,3.304070,0.000
0.003350000,3.306674,0.000
0.003355000,3.308532,0.000
0.003360000,3.308075,0.000
0.003365000,3.305367,0.000
0.003370000,3.302070,0.000
0.003375000,3.300170,0.000
0.003380000,3.300469,0.000
0.003385000,3.301984,0.000
0.003390000,3.302737,0.000
0.003395000,3.301311,0.000
0.003400000,3.297974,0.000
0.003405000,3.294503,0.000
0.003410000,3.292839,0.000
0.003415000,3.293616,0.000
0.003420000,3.295693,0.000
0.003425000,3.297055,0.000
0.003430000,3.296385,0.000
0.003435000,3.294092,0.000
0.003440000,3.291996,0.000
0.003445000,3.291923,0.000
0.003450000,3.294285,0.000
0.003455000,3.297752,0.000
0.003460000,3.300256,0.000
0.003465000,3.300574,0.000
0.003470000,3.299240,0.000
0.003475000,3.298110,0.000
0.003480000,3.298895,0.000
0.003485000,3.301810,0.000
0.003490000,3.305380,0.000
0.003495000,3.307549,0.000
0.003500000,3.307244,0.000
0.003505000,3.305183,0.000
0.003510000,3.303302,0.000
0.003515000,3.303248,0.000
0.003520000,3.305097,0.000
0.003525000,3.307299,0.000
0.003530000,3.307875,0.000
0.003535000,3.305958,0.000
0.003540000,3.302478,0.000
0.003545000,3.299462,0.000
0.003550000,3.298495,0.000
0.003555000,3.299519,0.000
0.003560000,3.300907,0.000
0.003565000,3.300754,0.000
0.003570000,3.298373,0.000
0.003575000,3.294859,0.000
0.003580000,3.292267,0.000
0.003585000,3.292051,0.000
0.003590000,3.293957,0.000
0.003595000,3.296239,0.000
0.003600000,3.297012,0.000
0.003605000,3.295718,0.000
0.003610000,3.293552,0.000
0.003615000,3.292534,0.000
0.003620000,3.293934,0.000
0.003625000,3.297276,0.000
0.003630000,3.300681,0.000
0.003635000,3.302296,0.000
0.003640000,3.301696,0.000
0.003645000,3.300183,0.000
0.003650000,3.299749,0.000
0.003655000,3.301510,0.000
0.003660000,3.304814,0.000
0.003665000,3.307718,0.000
0.003670000,3.308471,0.000
0.003675000,3.306845,0.000
0.003680000,3.304300,0.000
0.003685000,3.302849,0.000
0.003690000,3.303501,0.000
0.003695000,3.305485,0.000
0.003700000,3.306856,0.000
0.003705000,3.306013,0.000
0.003710000,3.302952,0.000
0.003715000,3.299298,0.000
0.003720000,3.297071,0.000
0.003725000,3.297159,0.000
0.003730000,3.298657,0.000
0.003735000,3.299602,0.000
0.003740000,3.298513,0.000
0.003745000,3.295566,0.000
0.003750000,3.292480,0.000
0.003755000,3.291210,0.000
0.003760000,3.292451,0.000
0.003765000,3.295113,0.000
0.003770000,3.297168,0.000
0.003775000,3.297212,0.000
0.003780000,3.295548,0.000
0.003785000,3.293936,0.000
0.003790000,3.294219,0.000
0.003795000,3.296875,0.000
0.003800000,3.300626,0.000
0.003805000,3.303393,0.000
0.003810000,3.303878,0.000
0.003815000,3.302532,0.000
0.003820000,3.301179,0.000
0.003825000,3.301578,0.000
0.003830000,3.304039,0.000
0.003835000,3.307161,0.000
0.003840000,3.308896,0.000
0.003845000,3.308119,0.000
0.003850000,3.305487,0.000
0.003855000,3.302933,0.000
0.003860000,3.302173,0.000
0.003865000,3.303392,0.000
0.003870000,3.305113,0.000
0.003875000,3.305361,0.000
0.003880000,3.303208,0.000
0.003885000,3.299519,0.000
0.003890000,3.296311,0.000
0.003895000,3.295227,0.000
0.003900000,3.296293,0.000
0.003905000,3.297931,0.000
0.003910000,3.298204,0.000
0.003915000,3.296335,0.000
0.003920000,3.293328,0.000
0.003925000,3.291212,0.000
0.003930000,3.291478,0.000
0.003935000,3.293937,0.000
0.003940000,3.296864,0.000
0.003945000,3.298323,0.000
0.003950000,3.297654,0.000
0.003955000,3.295962,0.000
0.003960000,3.295246,0.000
0.003965000,3.296827,0.000
0.003970000,3.300302,0.000
0.003975000,3.303824,0.000
0.003980000,3.305501,0.000
0.003985000,3.304824,0.000
0.003990000,3.303037,0.000
0.003995000,3.302146,0.000
0.004000000,3.303347,0.000
0.004005000,3.306087,0.000
0.004010000,3.308475,0.000
0.004015000,3.308734,0.000
0.004020000,3.306575,0.000
0.004025000,3.303419,0.000
0.004030000,3.301311,0.000
0.004035000,3.301355,0.000
0.004040000,3.302876,0.000
0.004045000,3.303970,0.000
0.004050000,3.302995,0.000
0.004055000,3.299875,0.000
0.004060000,3.296183,0.000
0.004065000,3.293957,0.000
0.004070000,3.294158,0.000
0.004075000,3.295952,0.000
0.004080000,3.297378,0.000
0.004085000,3.296888,0.000
0.004090000,3.294553,0.000
0.004095000,3.292024,0.000
0.004100000,3.291260,0.000
0.004105000,3.293015,0.000
0.004110000,3.296248,0.000
0.004115000,3.298919,0.000
0.004120000,3.299546,0.000
0.004125000,3.298329,0.000
0.004130000,3.296973,0.000
0.004135000,3.297340,0.000
0.004140000,3.299984,0.000
0.004145000,3.303693,0.000
0.004150000,3.306392,0.000
0.004155000,3.306723,0.000
0.004160000,3.305062,0.000
0.004165000,3.303210,0.000
0.004170000,3.302981,0.000
0.004175000,3.304789,0.000
0.004180000,3.307316,0.000
0.004185000,3.308532,0.000
0.004190000,3.307261,0.000
0.004195000,3.304102,0.000
0.004200000,3.300979,0.000
0.004205000,3.299672,0.000
0.004210000,3.300465,0.000
0.004215000,3.301955,0.000
0.004220000,3.302161,0.000
0.004225000,3.300086,0.000
0.004230000,3.296518,0.000
0.004235000,3.293449,0.000
0.004240000,3.292564,0.000
0.004245000,3.293965,0.000
0.004250000,3.296113,0.000
0.004255000,3.297031,0.000
0.004260000,3.295847,0.000
0.004265000,3.293469,0.000
0.004270000,3.291887,0.000
0.004275000,3.292628,0.000
0.004280000,3.295568,0.000
0.004285000,3.299008,0.000
0.004290000,3.300970,0.000
0.004295000,3.300697,0.000
0.004300000,3.299213,0.000
0.004305000,3.298501,0.000
0.004310000,3.299943,0.000
0.004315000,3.303219,0.000
0.004320000,3.306530,0.000
0.004325000,3.307958,0.000
0.004330000,3.306926,0.000
0.004335000,3.304625,0.000
0.004340000,3.303079,0.000
0.004345000,3.303573,0.000
0.004350000,3.305658,0.000
0.004355000,3.307497,0.000
0.004360000,3.307298,0.000
0.004365000,3.304705,0.000
0.004370000,3.301097,0.000
0.004375000,3.298541,0.000
0.004380000,3.298225,0.000
0.004385000,3.299564,0.000
0.004390000,3.300687,0.000
0.004395000,3.299907,0.000
0.004400000,3.297059,0.000
0.004405000,3.293651,0.000
0.004410000,3.291726,0.000
0.004415000,3.292304,0.000
0.004420000,3.294613,0.000
0.004425000,3.296693,0.000
0.004430000,3.296921,0.000
0.004435000,3.295263,0.000
0.004440000,3.293293,0.000
0.004445000,3.292973,0.000
0.004450000,3.295115,0.000
0.004455000,3.298735,0.000
0.004460000,3.301793,0.000
0.004465000,3.302735,0.000
0.004470000,3.301671,0.000
0.004475000,3.300254,0.000
0.004480000,3.300378,0.000
0.004485000,3.302684,0.000
0.004490000,3.306036,0.000
0.004495000,3.308381,0.000
0.004500000,3.308310,0.000
0.004505000,3.306135,0.000
0.004510000,3.303638,0.000
0.004515000,3.302692,0.000
0.004520000,3.303812,0.000
0.004525000,3.305770,0.000
0.004530000,3.306555,0.000
0.004535000,3.304942,0.000
0.004540000,3.301463,0.000
0.004545000,3.298023,0.000
0.004550000,3.296453,0.000
0.004555000,3.297127,0.000
0.004560000,3.298705,0.000
0.004565000,3.299194,0.000
0.004570000,3.297519,0.000
0.004575000,3.294376,0.000
0.004580000,3.291717,0.000
0.004585000,3.291260,0.000
0.004590000,3.293172,0.000
0.004595000,3.295948,0.000
0.004600000,3.297574,0.000
0.004605000,3.297079,0.000
0.004610000,3.295274,0.000
0.004615000,3.294111,0.000
0.004620000,3.295152,0.000
0.004625000,3.298344,0.000
0.004630000,3.302028,0.000
0.004635000,3.304193,0.000
0.004640000,3.304000,0.000
0.004645000,3.302401,0.000
0.004650000,3.301372,0.000
